loan_id,borrower_id,borrower_name,loan_type,origination_date,maturity_date,original_principal,current_balance,interest_rate,term_months,borrower_state,loan_purpose,credit_grade,employment_length,income_band,payment_status,days_past_due,servicer_name,last_payment_date,last_updated_at,document_status,source_system
LN-1511,BW-1011,Mark Brown,JUMBO,2022-08-18,2052-08-18,489000,475235,5.41,360,IN,PURCHASE,D,11 years,$150k+,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1512,BW-1012,James King,CONVENTIONAL,2022-01-04,2052-01-04,525000,507113,5.87,360,NJ,PURCHASE,C,10 years,$100k-$150k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1513,BW-1013,Patricia Nguyen,VA,2022-07-10,2052-07-10,526000,510514,5.4,360,MI,PURCHASE,D,10 years,$50k-$75k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1514,BW-1014,Christopher Taylor,USDA,2023-07-08,2053-07-08,316000,312410,6.85,360,MD,PURCHASE,C,6 years,$100k-$150k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1515,BW-1015,Barbara Walker,JUMBO,2022-09-11,2052-09-11,180000,175876,6.3,360,PA,PURCHASE,A,7 years,$100k-$150k,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1516,BW-1016,Betty Martinez,CONVENTIONAL,2023-03-14,2053-03-14,622000,613472,7.33,360,CT,PURCHASE,B,5 years,$75k-$100k,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1517,BW-1017,Kimberly Walker,USDA,2021-01-18,2051-01-18,268000,254021,5.47,360,TN,PURCHASE,B,3 years,$100k-$150k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1518,BW-1018,Kimberly Torres,VA,2022-12-01,2052-12-01,238000,232596,5.54,360,VA,PURCHASE,A,9 years,$150k+,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1519,BW-1019,Lisa Garcia,CONVENTIONAL,2021-10-04,2051-10-04,389000,378753,7.83,360,CA,PURCHASE,A,2 years,$100k-$150k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1520,BW-1020,Jessica Jackson,JUMBO,2023-12-15,2053-12-15,422000,417528,4.54,360,TX,PURCHASE,B,4 years,$50k-$75k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1521,BW-1021,Steven Anderson,USDA,2021-03-20,2051-03-20,402000,387954,7.44,360,TX,PURCHASE,C,7 years,$75k-$100k,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1522,BW-1022,Sarah Wilson,USDA,2023-08-26,2053-08-26,321000,317559,6.72,360,UT,PURCHASE,A,5 years,$100k-$150k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1523,BW-1023,Richard Walker,USDA,2022-08-15,2052-08-15,475000,463510,6.25,360,IL,PURCHASE,A,8 years,$100k-$150k,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1524,BW-1024,Richard Ramirez,FHA,2023-11-02,2053-11-02,296000,293993,7.55,360,CO,PURCHASE,B,12 years,$100k-$150k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1525,BW-1025,Jessica Allen,JUMBO,2022-04-19,2052-04-19,230000,222733,5.68,360,TN,PURCHASE,D,9 years,$100k-$150k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1526,BW-1026,Jessica Johnson,FHA,2023-09-05,2053-09-05,478000,471561,5.01,360,IL,PURCHASE,D,11 years,$150k+,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1527,BW-1027,Mark Johnson,VA,2022-08-17,2052-08-17,200000,195319,6.43,360,MA,PURCHASE,C,10 years,$150k+,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1528,BW-1028,Matthew Lopez,USDA,2021-10-07,2051-10-07,187000,180931,6.7,360,GA,PURCHASE,B,6 years,$75k-$100k,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1529,BW-1029,Steven Walker,FHA,2022-07-17,2052-07-17,244000,237958,6.36,360,OR,PURCHASE,A,2 years,$100k-$150k,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1530,BW-1030,Paul Moore,JUMBO,2022-05-02,2052-05-02,253000,246633,6.72,360,GA,PURCHASE,B,12 years,$150k+,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1531,BW-1031,Barbara Johnson,JUMBO,2023-02-23,2053-02-23,365000,359806,7.45,360,NY,PURCHASE,A,6 years,$100k-$150k,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1532,BW-1032,David Taylor,FHA,2021-09-04,2051-09-04,217000,209963,6.88,360,IL,PURCHASE,A,6 years,$100k-$150k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1533,BW-1033,David Moore,JUMBO,2021-09-18,2051-09-18,522000,500325,5.49,360,MD,PURCHASE,D,8 years,$150k+,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1534,BW-1034,Paul Wilson,CONVENTIONAL,2021-10-23,2051-10-23,235000,227659,6.91,360,CA,PURCHASE,A,4 years,$150k+,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1535,BW-1035,Joseph Moore,VA,2021-07-20,2051-07-20,262000,254271,7.73,360,MN,PURCHASE,A,8 years,$100k-$150k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1536,BW-1036,Anthony Jones,CONVENTIONAL,2021-06-04,2051-06-04,569000,540048,4.82,360,MA,PURCHASE,D,4 years,$150k+,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1537,BW-1037,David Flores,VA,2022-08-15,2052-08-15,619000,604935,6.59,360,TX,PURCHASE,D,6 years,$50k-$75k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1538,BW-1038,Ashley Hernandez,USDA,2022-01-15,2052-01-15,367000,355995,6.58,360,WI,PURCHASE,A,7 years,$100k-$150k,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1539,BW-1039,John Clark,CONVENTIONAL,2021-10-27,2051-10-27,608000,585748,6.03,360,AZ,PURCHASE,D,7 years,$75k-$100k,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1540,BW-1040,Joshua Robinson,CONVENTIONAL,2021-12-13,2051-12-13,430000,415421,6.09,360,MD,PURCHASE,D,7 years,$150k+,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1541,BW-1041,Steven Clark,FHA,2023-08-09,2053-08-09,299000,295838,6.79,360,SC,PURCHASE,A,6 years,$150k+,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1542,BW-1042,Matthew Gonzalez,CONVENTIONAL,2021-04-11,2051-04-11,546000,525830,6.98,360,OR,PURCHASE,D,6 years,$150k+,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1543,BW-1043,Robert Clark,CONVENTIONAL,2023-09-08,2053-09-08,273000,269877,5.9,360,MA,PURCHASE,D,2 years,$150k+,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1544,BW-1044,Joshua Walker,FHA,2023-07-13,2053-07-13,285000,281171,5.96,360,FL,PURCHASE,B,6 years,$75k-$100k,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1545,BW-1045,Andrew Lee,FHA,2022-05-18,2052-05-18,162000,157376,6.03,360,FL,PURCHASE,C,12 years,$75k-$100k,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1546,BW-1046,Paul Garcia,CONVENTIONAL,2022-04-02,2052-04-02,254000,246031,5.72,360,NC,PURCHASE,A,4 years,$150k+,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1547,BW-1047,Joshua Martin,USDA,2022-06-14,2052-06-14,605000,589802,6.51,360,CO,PURCHASE,B,5 years,$150k+,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1548,BW-1048,Barbara Lewis,CONVENTIONAL,2021-09-12,2051-09-12,232000,224199,6.68,360,MA,PURCHASE,D,7 years,$50k-$75k,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1549,BW-1049,Donald Hernandez,CONVENTIONAL,2023-07-27,2053-07-27,638000,628565,5.44,360,FL,PURCHASE,B,2 years,$50k-$75k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1550,BW-1050,Kimberly Flores,VA,2023-12-13,2053-12-13,432000,427694,4.88,360,OR,PURCHASE,A,7 years,$150k+,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1551,BW-1051,Ashley Sanchez,JUMBO,2022-10-10,2052-10-10,441000,433682,7.76,360,SC,PURCHASE,A,12 years,$75k-$100k,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1552,BW-1052,Kimberly Clark,FHA,2022-08-21,2052-08-21,476000,466240,7.14,360,NJ,PURCHASE,A,10 years,$75k-$100k,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1553,BW-1053,Lisa Clark,CONVENTIONAL,2023-06-21,2053-06-21,480000,474009,6.76,360,AL,PURCHASE,D,2 years,$100k-$150k,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1554,BW-1054,Michael Johnson,USDA,2021-09-03,2051-09-03,489000,474072,7.21,360,MA,PURCHASE,C,3 years,$100k-$150k,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1555,BW-1055,Christopher Torres,JUMBO,2021-08-13,2051-08-13,564000,540435,5.63,360,AL,PURCHASE,C,9 years,$75k-$100k,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1556,BW-1056,Charles Brown,USDA,2023-08-05,2053-08-05,625000,619328,7.58,360,CT,PURCHASE,C,6 years,$150k+,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1557,BW-1057,Steven Wright,CONVENTIONAL,2021-12-16,2051-12-16,169000,163735,6.56,360,GA,PURCHASE,D,5 years,$50k-$75k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1558,BW-1058,Mark Anderson,FHA,2021-01-15,2051-01-15,612000,585527,6.55,360,NV,PURCHASE,D,4 years,$75k-$100k,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1559,BW-1059,Patricia Gonzalez,CONVENTIONAL,2023-05-04,2053-05-04,408000,403019,7.25,360,AZ,PURCHASE,B,9 years,$100k-$150k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1560,BW-1060,Elizabeth Ramirez,USDA,2022-04-02,2052-04-02,341000,332318,6.87,360,FL,PURCHASE,A,5 years,$75k-$100k,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1561,BW-1061,Susan White,JUMBO,2022-12-17,2052-12-17,422000,413073,5.93,360,GA,PURCHASE,B,7 years,$50k-$75k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1562,BW-1062,James Hernandez,VA,2023-12-20,2053-12-20,455000,450634,5.09,360,FL,PURCHASE,D,12 years,$75k-$100k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1563,BW-1063,Donna Anderson,CONVENTIONAL,2021-02-06,2051-02-06,499000,475606,5.94,360,PA,PURCHASE,D,9 years,$150k+,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1564,BW-1064,Joshua Davis,FHA,2021-05-22,2051-05-22,376000,356093,4.75,360,GA,PURCHASE,A,10 years,$50k-$75k,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1565,BW-1065,Donald Perez,JUMBO,2023-04-25,2053-04-25,336000,331262,6.85,360,IN,PURCHASE,A,9 years,$75k-$100k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1566,BW-1066,Emily Clark,VA,2022-05-18,2052-05-18,469000,452622,4.89,360,MO,PURCHASE,C,7 years,$50k-$75k,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1567,BW-1067,Patricia Anderson,JUMBO,2022-06-26,2052-06-26,233000,225593,5.2,360,WI,PURCHASE,C,4 years,$75k-$100k,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1568,BW-1068,Patricia Gonzalez,CONVENTIONAL,2023-02-23,2053-02-23,534000,526969,7.85,360,PA,PURCHASE,B,9 years,$150k+,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1569,BW-1069,Jessica Jones,VA,2022-02-25,2052-02-25,595000,575431,5.87,360,OH,PURCHASE,C,12 years,$75k-$100k,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1570,BW-1070,Anthony Thomas,CONVENTIONAL,2022-05-23,2052-05-23,468000,454951,6.16,360,OK,PURCHASE,D,10 years,$75k-$100k,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1571,BW-1071,Robert Brown,FHA,2022-10-22,2052-10-22,326000,317656,5.43,360,WA,PURCHASE,B,11 years,$50k-$75k,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1572,BW-1072,Betty White,CONVENTIONAL,2023-09-06,2053-09-06,423000,417884,5.6,360,OH,PURCHASE,C,12 years,$75k-$100k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1573,BW-1073,Thomas Ramirez,JUMBO,2022-05-12,2052-05-12,578000,558809,5.18,360,CO,PURCHASE,C,8 years,$75k-$100k,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1574,BW-1074,John Jackson,USDA,2022-03-05,2052-03-05,299000,289087,5.62,360,NJ,PURCHASE,D,7 years,$50k-$75k,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1575,BW-1075,Jessica Walker,CONVENTIONAL,2023-05-23,2053-05-23,406000,400956,7.16,360,MA,PURCHASE,C,4 years,$100k-$150k,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1576,BW-1076,Matthew Lee,FHA,2021-05-06,2051-05-06,544000,526556,7.6,360,NC,PURCHASE,D,12 years,$50k-$75k,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1577,BW-1077,Jessica Miller,CONVENTIONAL,2022-02-27,2052-02-27,502000,485868,6,360,NY,PURCHASE,D,12 years,$50k-$75k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1578,BW-1078,Joseph Garcia,JUMBO,2021-08-15,2051-08-15,599000,571532,5.09,360,CT,PURCHASE,D,10 years,$150k+,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1579,BW-1079,Michael Perez,FHA,2023-09-16,2053-09-16,548000,541881,6.03,360,PA,PURCHASE,A,7 years,$150k+,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1580,BW-1080,Joshua Lopez,JUMBO,2023-10-02,2053-10-02,294000,290858,5.74,360,FL,PURCHASE,D,4 years,$50k-$75k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1581,BW-1081,Sandra Jackson,CONVENTIONAL,2021-01-04,2051-01-04,467000,440985,5.08,360,TN,PURCHASE,D,7 years,$100k-$150k,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1582,BW-1082,Elizabeth Garcia,VA,2022-02-06,2052-02-06,311000,299866,5.39,360,MD,PURCHASE,C,10 years,$50k-$75k,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1583,BW-1083,John Johnson,USDA,2021-02-10,2051-02-10,176000,169470,7.26,360,IL,PURCHASE,C,9 years,$50k-$75k,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1584,BW-1084,Joseph Scott,JUMBO,2022-03-25,2052-03-25,395000,382495,5.88,360,CA,PURCHASE,A,6 years,$150k+,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1585,BW-1085,Andrew Moore,VA,2021-02-23,2051-02-23,520000,493254,5.4,360,VA,PURCHASE,D,12 years,$100k-$150k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1586,BW-1086,Elizabeth Nguyen,FHA,2021-11-06,2051-11-06,599000,582489,7.41,360,PA,PURCHASE,C,5 years,$75k-$100k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1587,BW-1087,John Clark,USDA,2022-08-07,2052-08-07,289000,281932,6.19,360,LA,PURCHASE,C,7 years,$50k-$75k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1588,BW-1088,Jennifer Torres,VA,2023-11-03,2053-11-03,295000,292283,5.96,360,FL,PURCHASE,C,8 years,$100k-$150k,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1589,BW-1089,Ashley Harris,VA,2022-02-18,2052-02-18,577000,559400,6.29,360,NC,PURCHASE,D,2 years,$50k-$75k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1590,BW-1090,Donna Perez,USDA,2021-11-02,2051-11-02,296000,287704,7.32,360,CO,PURCHASE,C,7 years,$100k-$150k,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1591,BW-1091,Mary King,VA,2021-10-05,2051-10-05,453000,440658,7.65,360,NY,PURCHASE,C,8 years,$150k+,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1592,BW-1092,Donna Smith,VA,2023-03-25,2053-03-25,226000,222241,6.31,360,MI,PURCHASE,B,3 years,$50k-$75k,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1593,BW-1093,Robert Harris,FHA,2021-08-03,2051-08-03,614000,594767,7.24,360,MI,PURCHASE,C,2 years,$75k-$100k,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1594,BW-1094,Matthew Johnson,FHA,2021-02-24,2051-02-24,201000,192056,6.24,360,VA,PURCHASE,A,6 years,$150k+,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1595,BW-1095,Charles Gonzalez,JUMBO,2021-01-06,2051-01-06,411000,390423,5.71,360,UT,PURCHASE,D,4 years,$50k-$75k,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1596,BW-1096,Matthew Lopez,CONVENTIONAL,2023-09-07,2053-09-07,531000,524276,5.35,360,IL,PURCHASE,C,2 years,$150k+,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1597,BW-1097,Lisa Young,FHA,2021-02-04,2051-02-04,502000,480435,6.44,360,TX,PURCHASE,B,10 years,$75k-$100k,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1598,BW-1098,Patricia Thomas,USDA,2022-02-01,2052-02-01,295000,285418,5.94,360,KY,PURCHASE,A,11 years,$75k-$100k,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1599,BW-1099,John Miller,CONVENTIONAL,2021-08-11,2051-08-11,283000,269067,4.67,360,SC,PURCHASE,B,3 years,$50k-$75k,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1600,BW-1100,John Williams,CONVENTIONAL,2021-09-19,2051-09-19,537000,510649,4.51,360,LA,PURCHASE,C,5 years,$50k-$75k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1601,BW-1101,Kimberly Walker,USDA,2022-02-28,2052-02-28,255000,248257,7.07,360,NV,PURCHASE,D,9 years,$75k-$100k,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1602,BW-1102,Michelle Lewis,USDA,2023-12-13,2053-12-13,156000,154801,6.28,360,TX,PURCHASE,C,4 years,$50k-$75k,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1603,BW-1103,Mark Lewis,FHA,2023-05-10,2053-05-10,475000,469122,7.18,360,MD,PURCHASE,D,10 years,$75k-$100k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1604,BW-1104,Jessica Robinson,USDA,2021-08-25,2051-08-25,513000,495461,6.76,360,MN,PURCHASE,A,8 years,$75k-$100k,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1605,BW-1105,Margaret Martin,CONVENTIONAL,2023-08-14,2053-08-14,398000,393593,6.55,360,NJ,PURCHASE,B,2 years,$150k+,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1606,BW-1106,William Sanchez,USDA,2022-07-12,2052-07-12,388000,378993,6.71,360,MN,PURCHASE,A,3 years,$100k-$150k,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1607,BW-1107,Ashley Nguyen,JUMBO,2021-12-28,2051-12-28,500000,478107,4.62,360,AL,PURCHASE,D,2 years,$50k-$75k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1608,BW-1108,Richard Young,FHA,2022-05-20,2052-05-20,648000,633850,7.48,360,CA,PURCHASE,D,2 years,$50k-$75k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1609,BW-1109,Margaret Miller,FHA,2023-06-12,2053-06-12,324000,320438,7.42,360,MD,PURCHASE,B,11 years,$50k-$75k,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1610,BW-1110,Linda Taylor,USDA,2022-01-15,2052-01-15,573000,556525,6.81,360,IN,PURCHASE,A,7 years,$150k+,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1611,BW-1111,Emily Perez,VA,2023-12-06,2053-12-06,535000,530060,5.3,360,FL,PURCHASE,A,9 years,$100k-$150k,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1612,BW-1112,Andrew Robinson,VA,2021-05-09,2051-05-09,234000,222319,5.1,360,MN,PURCHASE,D,12 years,$50k-$75k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1613,BW-1113,Christopher Robinson,JUMBO,2023-03-28,2053-03-28,516000,505370,5.14,360,MA,PURCHASE,C,10 years,$150k+,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1614,BW-1114,James Lee,CONVENTIONAL,2021-03-17,2051-03-17,375000,355566,5.2,360,OR,PURCHASE,A,5 years,$50k-$75k,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1615,BW-1115,Charles Lopez,VA,2023-08-02,2053-08-02,258000,255203,6.66,360,AL,PURCHASE,D,8 years,$100k-$150k,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1616,BW-1116,Lisa Miller,CONVENTIONAL,2022-05-27,2052-05-27,454000,442232,6.56,360,GA,PURCHASE,A,12 years,$150k+,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1617,BW-1117,Karen Walker,CONVENTIONAL,2022-05-26,2052-05-26,600000,583511,6.24,360,NY,PURCHASE,A,8 years,$75k-$100k,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1618,BW-1118,Jennifer Martin,JUMBO,2021-01-04,2051-01-04,324000,306841,5.38,360,CO,PURCHASE,D,9 years,$100k-$150k,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1619,BW-1119,Andrew Miller,CONVENTIONAL,2021-04-08,2051-04-08,215000,205009,5.68,360,WA,PURCHASE,C,5 years,$50k-$75k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
